id,query,company_id,company_name,company_aliases,seed_row_ids,query_purpose,sector_terms,reason,parent_query_ids,include_domains
company_9c033fbbbe5dd968878b7417_targeted,"""Hyundai Industrial Co."" LCD OLED displays PCBs printed circuit boards electronics tariffs cost sourcing country of origin 2026",company_9c033fbbbe5dd968878b7417,Hyundai Industrial Co.,"[""Hyundai Industrial Co."", ""hyundai industrial""]","[""gnem_row_94""]",company_targeted,LCD OLED displays PCBs printed circuit boards electronics,Collect company-named evidence; seed product/location labels are unverified.,[],[]
company_2b21c38fbded6ea1b5538a75_discovery,"""Hyundai Motor Group"" Georgia tariffs import duties supply chain",company_2b21c38fbded6ea1b5538a75,Hyundai Motor Group,"[""Hyundai Motor Group"", ""hyundai motor group""]","[""gnem_row_84""]",company_discovery,LCD OLED displays PCBs printed circuit boards electronics,Collect company-named evidence; seed product/location labels are unverified.,[],[]
company_2b21c38fbded6ea1b5538a75_targeted,"""Hyundai Motor Group"" LCD OLED displays PCBs printed circuit boards electronics tariffs cost sourcing country of origin 2026",company_2b21c38fbded6ea1b5538a75,Hyundai Motor Group,"[""Hyundai Motor Group"", ""hyundai motor group""]","[""gnem_row_84""]",company_targeted,LCD OLED displays PCBs printed circuit boards electronics,Collect company-named evidence; seed product/location labels are unverified.,[],[]
company_2fc6813eb9f41f003204ef69_discovery,"""PHA Body Systems LLC"" Georgia tariffs import duties supply chain",company_2fc6813eb9f41f003204ef69,PHA Body Systems LLC,"[""PHA Body Systems LLC"", ""pha body systems""]","[""gnem_row_143""]",company_discovery,automotive vehicles auto parts,Collect company-named evidence; seed product/location labels are unverified.,[],[]
company_2fc6813eb9f41f003204ef69_targeted,"""PHA Body Systems LLC"" automotive vehicles auto parts tariffs cost sourcing country of origin 2026",company_2fc6813eb9f41f003204ef69,PHA Body Systems LLC,"[""PHA Body Systems LLC"", ""pha body systems""]","[""gnem_row_143""]",company_targeted,automotive vehicles auto parts,Collect company-named evidence; seed product/location labels are unverified.,[],[]
company_3d4d0f99f4974152e5c9657d_discovery,"""Propex Operating Co. LLC"" Georgia tariffs import duties supply chain",company_3d4d0f99f4974152e5c9657d,Propex Operating Co. LLC,"[""Propex Operating Co. LLC"", ""propex operating""]","[""gnem_row_128""]",company_discovery,automotive vehicles auto parts,Collect company-named evidence; seed product/location labels are unverified.,[],[]
company_3d4d0f99f4974152e5c9657d_targeted,"""Propex Operating Co. LLC"" automotive vehicles auto parts tariffs cost sourcing country of origin 2026",company_3d4d0f99f4974152e5c9657d,Propex Operating Co. LLC,"[""Propex Operating Co. LLC"", ""propex operating""]","[""gnem_row_128""]",company_targeted,automotive vehicles auto parts,Collect company-named evidence; seed product/location labels are unverified.,[],[]
company_2ca807a86c0a7e4aeb4ae014_discovery,"""SK Battery America"" Georgia tariffs import duties supply chain",company_2ca807a86c0a7e4aeb4ae014,SK Battery America,"[""SK Battery America"", ""sk battery america""]","[""gnem_row_164""]",company_discovery,automotive vehicles auto parts batteries critical minerals lithium graphite,Collect company-named evidence; seed product/location labels are unverified.,[],[]
company_2ca807a86c0a7e4aeb4ae014_targeted,"""SK Battery America"" automotive vehicles auto parts batteries critical minerals lithium graphite tariffs cost sourcing country of origin 2026",company_2ca807a86c0a7e4aeb4ae014,SK Battery America,"[""SK Battery America"", ""sk battery america""]","[""gnem_row_164""]",company_targeted,automotive vehicles auto parts batteries critical minerals lithium graphite,Collect company-named evidence; seed product/location labels are unverified.,[],[]
company_56947b6791bbd3d8817d1869_discovery,"""ACM Georgia LLC"" Georgia tariffs import duties supply chain",company_56947b6791bbd3d8817d1869,ACM Georgia LLC,"[""ACM Georgia LLC"", ""acm georgia""]","[""gnem_row_8""]",company_discovery,automotive vehicles auto parts,Collect company-named evidence; seed product/location labels are unverified.,[],[]
company_56947b6791bbd3d8817d1869_targeted,"""ACM Georgia LLC"" automotive vehicles auto parts tariffs cost sourcing country of origin 2026",company_56947b6791bbd3d8817d1869,ACM Georgia LLC,"[""ACM Georgia LLC"", ""acm georgia""]","[""gnem_row_8""]",company_targeted,automotive vehicles auto parts,Collect company-named evidence; seed product/location labels are unverified.,[],[]
company_39f85ab24943ff1c43fdb019_discovery,"""Adient"" Georgia tariffs import duties supply chain",company_39f85ab24943ff1c43fdb019,Adient,"[""Adient"", ""adient""]","[""gnem_row_45""]",company_discovery,automotive vehicles auto parts,Collect company-named evidence; seed product/location labels are unverified.,[],[]
company_39f85ab24943ff1c43fdb019_targeted,"""Adient"" automotive vehicles auto parts tariffs cost sourcing country of origin 2026",company_39f85ab24943ff1c43fdb019,Adient,"[""Adient"", ""adient""]","[""gnem_row_45""]",company_targeted,automotive vehicles auto parts,Collect company-named evidence; seed product/location labels are unverified.,[],[]
company_a1d2f17b3360077e6922a03d_discovery,"""ADVICS Manufacturing Georgia LLC"" Georgia tariffs import duties supply chain",company_a1d2f17b3360077e6922a03d,ADVICS Manufacturing Georgia LLC,"[""ADVICS Manufacturing Georgia LLC"", ""advics manufacturing georgia""]","[""gnem_row_57""]",company_discovery,automotive vehicles auto parts,Collect company-named evidence; seed product/location labels are unverified.,[],[]
company_a1d2f17b3360077e6922a03d_targeted,"""ADVICS Manufacturing Georgia LLC"" automotive vehicles auto parts tariffs cost sourcing country of origin 2026",company_a1d2f17b3360077e6922a03d,ADVICS Manufacturing Georgia LLC,"[""ADVICS Manufacturing Georgia LLC"", ""advics manufacturing georgia""]","[""gnem_row_57""]",company_targeted,automotive vehicles auto parts,Collect company-named evidence; seed product/location labels are unverified.,[],[]
company_5d6710bbebca17301582eef6_discovery,"""ALBAform Inc."" Georgia tariffs import duties supply chain",company_5d6710bbebca17301582eef6,ALBAform Inc.,"[""ALBAform Inc."", ""albaform""]","[""gnem_row_67""]",company_discovery,automotive vehicles auto parts,Collect company-named evidence; seed product/location labels are unverified.,[],[]
company_5d6710bbebca17301582eef6_targeted,"""ALBAform Inc."" automotive vehicles auto parts tariffs cost sourcing country of origin 2026",company_5d6710bbebca17301582eef6,ALBAform Inc.,"[""ALBAform Inc."", ""albaform""]","[""gnem_row_67""]",company_targeted,automotive vehicles auto parts,Collect company-named evidence; seed product/location labels are unverified.,[],[]
company_105d9963b102a6ae236572eb_discovery,"""Anovion Technologies"" Georgia tariffs import duties supply chain",company_105d9963b102a6ae236572eb,Anovion Technologies,"[""Anovion Technologies"", ""anovion technologies""]","[""gnem_row_95""]",company_discovery,automotive vehicles auto parts batteries critical minerals lithium graphite,Collect company-named evidence; seed product/location labels are unverified.,[],[]
company_105d9963b102a6ae236572eb_targeted,"""Anovion Technologies"" automotive vehicles auto parts batteries critical minerals lithium graphite tariffs cost sourcing country of origin 2026",company_105d9963b102a6ae236572eb,Anovion Technologies,"[""Anovion Technologies"", ""anovion technologies""]","[""gnem_row_95""]",company_targeted,automotive vehicles auto parts batteries critical minerals lithium graphite,Collect company-named evidence; seed product/location labels are unverified.,[],[]
company_2e20e495efaa524f3c7b4c3a_discovery,"""Apache Mills Inc."" Georgia tariffs import duties supply chain",company_2e20e495efaa524f3c7b4c3a,Apache Mills Inc.,"[""Apache Mills Inc."", ""apache mills""]","[""gnem_row_64""]",company_discovery,automotive vehicles auto parts,Collect company-named evidence; seed product/location labels are unverified.,[],[]
company_2e20e495efaa524f3c7b4c3a_targeted,"""Apache Mills Inc."" automotive vehicles auto parts tariffs cost sourcing country of origin 2026",company_2e20e495efaa524f3c7b4c3a,Apache Mills Inc.,"[""Apache Mills Inc."", ""apache mills""]","[""gnem_row_64""]",company_targeted,automotive vehicles auto parts,Collect company-named evidence; seed product/location labels are unverified.,[],[]
company_8102602c2cf120a2e06de532_discovery,"""Archer Aviation Inc."" Georgia tariffs import duties supply chain",company_8102602c2cf120a2e06de532,Archer Aviation Inc.,"[""Archer Aviation Inc."", ""archer aviation""]","[""gnem_row_40""]",company_discovery,automotive vehicles auto parts,Collect company-named evidence; seed product/location labels are unverified.,[],[]
company_8102602c2cf120a2e06de532_targeted,"""Archer Aviation Inc."" automotive vehicles auto parts tariffs cost sourcing country of origin 2026",company_8102602c2cf120a2e06de532,Archer Aviation Inc.,"[""Archer Aviation Inc."", ""archer aviation""]","[""gnem_row_40""]",company_targeted,automotive vehicles auto parts,Collect company-named evidence; seed product/location labels are unverified.,[],[]
company_2c8b7f05b5f09138866667d6_discovery,"""Arising Industries Inc."" Georgia tariffs import duties supply chain",company_2c8b7f05b5f09138866667d6,Arising Industries Inc.,"[""Arising Industries Inc."", ""arising industries""]","[""gnem_row_6"", ""gnem_row_112""]",company_discovery,automotive vehicles auto parts,Collect company-named evidence; seed product/location labels are unverified.,[],[]
company_2c8b7f05b5f09138866667d6_targeted,"""Arising Industries Inc."" automotive vehicles auto parts tariffs cost sourcing country of origin 2026",company_2c8b7f05b5f09138866667d6,Arising Industries Inc.,"[""Arising Industries Inc."", ""arising industries""]","[""gnem_row_6"", ""gnem_row_112""]",company_targeted,automotive vehicles auto parts,Collect company-named evidence; seed product/location labels are unverified.,[],[]
company_36bb5b7f923c6cc0642f4aca_discovery,"""Ascend Elements"" Georgia tariffs import duties supply chain",company_36bb5b7f923c6cc0642f4aca,Ascend Elements,"[""Ascend Elements"", ""ascend elements""]","[""gnem_row_12""]",company_discovery,automotive vehicles auto parts batteries critical minerals lithium graphite,Collect company-named evidence; seed product/location labels are unverified.,[],[]
company_36bb5b7f923c6cc0642f4aca_targeted,"""Ascend Elements"" automotive vehicles auto parts batteries critical minerals lithium graphite tariffs cost sourcing country of origin 2026",company_36bb5b7f923c6cc0642f4aca,Ascend Elements,"[""Ascend Elements"", ""ascend elements""]","[""gnem_row_12""]",company_targeted,automotive vehicles auto parts batteries critical minerals lithium graphite,Collect company-named evidence; seed product/location labels are unverified.,[],[]
company_42975cd2568a7dcbeb7cbd98_discovery,"""Aurubis"" Georgia tariffs import duties supply chain",company_42975cd2568a7dcbeb7cbd98,Aurubis,"[""Aurubis"", ""aurubis""]","[""gnem_row_14""]",company_discovery,automotive vehicles auto parts,Collect company-named evidence; seed product/location labels are unverified.,[],[]
company_42975cd2568a7dcbeb7cbd98_targeted,"""Aurubis"" automotive vehicles auto parts tariffs cost sourcing country of origin 2026",company_42975cd2568a7dcbeb7cbd98,Aurubis,"[""Aurubis"", ""aurubis""]","[""gnem_row_14""]",company_targeted,automotive vehicles auto parts,Collect company-named evidence; seed product/location labels are unverified.,[],[]
company_af625009d15eb10609433c7a_discovery,"""AVS"" Georgia tariffs import duties supply chain",company_af625009d15eb10609433c7a,AVS,"[""AVS"", ""avs""]","[""gnem_row_17""]",company_discovery,automotive vehicles auto parts,Collect company-named evidence; seed product/location labels are unverified.,[],[]
company_af625009d15eb10609433c7a_targeted,"""AVS"" automotive vehicles auto parts tariffs cost sourcing country of origin 2026",company_af625009d15eb10609433c7a,AVS,"[""AVS"", ""avs""]","[""gnem_row_17""]",company_targeted,automotive vehicles auto parts,Collect company-named evidence; seed product/location labels are unverified.,[],[]
company_c7297d0309518878c6b970e8_discovery,"""Beaver Manufacturing Co. Inc."" Georgia tariffs import duties supply chain",company_c7297d0309518878c6b970e8,Beaver Manufacturing Co. Inc.,"[""Beaver Manufacturing Co. Inc."", ""beaver manufacturing""]","[""gnem_row_16""]",company_discovery,automotive vehicles auto parts,Collect company-named evidence; seed product/location labels are unverified.,[],[]
company_c7297d0309518878c6b970e8_targeted,"""Beaver Manufacturing Co. Inc."" automotive vehicles auto parts tariffs cost sourcing country of origin 2026",company_c7297d0309518878c6b970e8,Beaver Manufacturing Co. Inc.,"[""Beaver Manufacturing Co. Inc."", ""beaver manufacturing""]","[""gnem_row_16""]",company_targeted,automotive vehicles auto parts,Collect company-named evidence; seed product/location labels are unverified.,[],[]
company_17d2a2419c972bbfbd0d3c66_discovery,"""Big Tex Trailer Manufacturing Inc."" Georgia tariffs import duties supply chain",company_17d2a2419c972bbfbd0d3c66,Big Tex Trailer Manufacturing Inc.,"[""Big Tex Trailer Manufacturing Inc."", ""big tex trailer manufacturing""]","[""gnem_row_30""]",company_discovery,automotive vehicles auto parts,Collect company-named evidence; seed product/location labels are unverified.,[],[]
company_17d2a2419c972bbfbd0d3c66_targeted,"""Big Tex Trailer Manufacturing Inc."" automotive vehicles auto parts tariffs cost sourcing country of origin 2026",company_17d2a2419c972bbfbd0d3c66,Big Tex Trailer Manufacturing Inc.,"[""Big Tex Trailer Manufacturing Inc."", ""big tex trailer manufacturing""]","[""gnem_row_30""]",company_targeted,automotive vehicles auto parts,Collect company-named evidence; seed product/location labels are unverified.,[],[]
company_7401d56b17c5cd19433e6b12_discovery,"""Blue Bird Corp."" Georgia tariffs import duties supply chain",company_7401d56b17c5cd19433e6b12,Blue Bird Corp.,"[""Blue Bird Corp."", ""blue bird""]","[""gnem_row_18""]",company_discovery,automotive vehicles auto parts,Collect company-named evidence; seed product/location labels are unverified.,[],[]
company_7401d56b17c5cd19433e6b12_targeted,"""Blue Bird Corp."" automotive vehicles auto parts tariffs cost sourcing country of origin 2026",company_7401d56b17c5cd19433e6b12,Blue Bird Corp.,"[""Blue Bird Corp."", ""blue bird""]","[""gnem_row_18""]",company_targeted,automotive vehicles auto parts,Collect company-named evidence; seed product/location labels are unverified.,[],[]
company_22670a5f0b194d8bd2c5eb74_discovery,"""Blue Ridge Manufacturing"" Georgia tariffs import duties supply chain",company_22670a5f0b194d8bd2c5eb74,Blue Ridge Manufacturing,"[""Blue Ridge Manufacturing"", ""blue ridge manufacturing""]","[""gnem_row_19""]",company_discovery,automotive vehicles auto parts,Collect company-named evidence; seed product/location labels are unverified.,[],[]
company_22670a5f0b194d8bd2c5eb74_targeted,"""Blue Ridge Manufacturing"" automotive vehicles auto parts tariffs cost sourcing country of origin 2026",company_22670a5f0b194d8bd2c5eb74,Blue Ridge Manufacturing,"[""Blue Ridge Manufacturing"", ""blue ridge manufacturing""]","[""gnem_row_19""]",company_targeted,automotive vehicles auto parts,Collect company-named evidence; seed product/location labels are unverified.,[],[]
company_d34cd4f09e41e0c33dd7091f_discovery,"""Bonnell Aluminum"" Georgia tariffs import duties supply chain",company_d34cd4f09e41e0c33dd7091f,Bonnell Aluminum,"[""Bonnell Aluminum"", ""bonnell aluminum""]","[""gnem_row_33""]",company_discovery,automotive vehicles auto parts,Collect company-named evidence; seed product/location labels are unverified.,[],[]
company_d34cd4f09e41e0c33dd7091f_targeted,"""Bonnell Aluminum"" automotive vehicles auto parts tariffs cost sourcing country of origin 2026",company_d34cd4f09e41e0c33dd7091f,Bonnell Aluminum,"[""Bonnell Aluminum"", ""bonnell aluminum""]","[""gnem_row_33""]",company_targeted,automotive vehicles auto parts,Collect company-named evidence; seed product/location labels are unverified.,[],[]
company_c5335f42ecc83c2a03899ecb_discovery,"""Boogook Industries"" Georgia tariffs import duties supply chain",company_c5335f42ecc83c2a03899ecb,Boogook Industries,"[""Boogook Industries"", ""boogook industries""]","[""gnem_row_21""]",company_discovery,automotive vehicles auto parts,Collect company-named evidence; seed product/location labels are unverified.,[],[]
company_c5335f42ecc83c2a03899ecb_targeted,"""Boogook Industries"" automotive vehicles auto parts tariffs cost sourcing country of origin 2026",company_c5335f42ecc83c2a03899ecb,Boogook Industries,"[""Boogook Industries"", ""boogook industries""]","[""gnem_row_21""]",company_targeted,automotive vehicles auto parts,Collect company-named evidence; seed product/location labels are unverified.,[],[]
company_0d0c7e1f704d4df061e129a4_discovery,"""Bosal Industries Georgia"" Georgia tariffs import duties supply chain",company_0d0c7e1f704d4df061e129a4,Bosal Industries Georgia,"[""Bosal Industries Georgia"", ""bosal industries georgia""]","[""gnem_row_34""]",company_discovery,automotive vehicles auto parts,Collect company-named evidence; seed product/location labels are unverified.,[],[]
company_0d0c7e1f704d4df061e129a4_targeted,"""Bosal Industries Georgia"" automotive vehicles auto parts tariffs cost sourcing country of origin 2026",company_0d0c7e1f704d4df061e129a4,Bosal Industries Georgia,"[""Bosal Industries Georgia"", ""bosal industries georgia""]","[""gnem_row_34""]",company_targeted,automotive vehicles auto parts,Collect company-named evidence; seed product/location labels are unverified.,[],[]
company_c5fcc97bfb2974073676415c_discovery,"""Bosch (Automotive Division)"" Georgia tariffs import duties supply chain",company_c5fcc97bfb2974073676415c,Bosch (Automotive Division),"[""Bosch (Automotive Division)"", ""bosch automotive division""]","[""gnem_row_23""]",company_discovery,automotive vehicles auto parts,Collect company-named evidence; seed product/location labels are unverified.,[],[]
company_c5fcc97bfb2974073676415c_targeted,"""Bosch (Automotive Division)"" automotive vehicles auto parts tariffs cost sourcing country of origin 2026",company_c5fcc97bfb2974073676415c,Bosch (Automotive Division),"[""Bosch (Automotive Division)"", ""bosch automotive division""]","[""gnem_row_23""]",company_targeted,automotive vehicles auto parts,Collect company-named evidence; seed product/location labels are unverified.,[],[]
company_ae431317033c698ebc8dbdc9_discovery,"""Bridgestone Bandag"" Georgia tariffs import duties supply chain",company_ae431317033c698ebc8dbdc9,Bridgestone Bandag,"[""Bridgestone Bandag"", ""bridgestone bandag""]","[""gnem_row_24""]",company_discovery,automotive vehicles auto parts,Collect company-named evidence; seed product/location labels are unverified.,[],[]
company_ae431317033c698ebc8dbdc9_targeted,"""Bridgestone Bandag"" automotive vehicles auto parts tariffs cost sourcing country of origin 2026",company_ae431317033c698ebc8dbdc9,Bridgestone Bandag,"[""Bridgestone Bandag"", ""bridgestone bandag""]","[""gnem_row_24""]",company_targeted,automotive vehicles auto parts,Collect company-named evidence; seed product/location labels are unverified.,[],[]
company_554a225e8185b55b8a0a41bd_discovery,"""Carcoustics USA"" Georgia tariffs import duties supply chain",company_554a225e8185b55b8a0a41bd,Carcoustics USA,"[""Carcoustics USA"", ""carcoustics usa""]","[""gnem_row_39""]",company_discovery,automotive vehicles auto parts,Collect company-named evidence; seed product/location labels are unverified.,[],[]
company_554a225e8185b55b8a0a41bd_targeted,"""Carcoustics USA"" automotive vehicles auto parts tariffs cost sourcing country of origin 2026",company_554a225e8185b55b8a0a41bd,Carcoustics USA,"[""Carcoustics USA"", ""carcoustics usa""]","[""gnem_row_39""]",company_targeted,automotive vehicles auto parts,Collect company-named evidence; seed product/location labels are unverified.,[],[]
company_9f7649ab93e553fce03a0293_discovery,"""Club Car LLC"" Georgia tariffs import duties supply chain",company_9f7649ab93e553fce03a0293,Club Car LLC,"[""Club Car LLC"", ""club car""]","[""gnem_row_26""]",company_discovery,automotive vehicles auto parts,Collect company-named evidence; seed product/location labels are unverified.,[],[]
company_9f7649ab93e553fce03a0293_targeted,"""Club Car LLC"" automotive vehicles auto parts tariffs cost sourcing country of origin 2026",company_9f7649ab93e553fce03a0293,Club Car LLC,"[""Club Car LLC"", ""club car""]","[""gnem_row_26""]",company_targeted,automotive vehicles auto parts,Collect company-named evidence; seed product/location labels are unverified.,[],[]
company_80c510ece7aa44948187d533_discovery,"""Constellium Automotive USA"" Georgia tariffs import duties supply chain",company_80c510ece7aa44948187d533,Constellium Automotive USA,"[""Constellium Automotive USA"", ""constellium automotive usa""]","[""gnem_row_27""]",company_discovery,automotive vehicles auto parts,Collect company-named evidence; seed product/location labels are unverified.,[],[]
company_80c510ece7aa44948187d533_targeted,"""Constellium Automotive USA"" automotive vehicles auto parts tariffs cost sourcing country of origin 2026",company_80c510ece7aa44948187d533,Constellium Automotive USA,"[""Constellium Automotive USA"", ""constellium automotive usa""]","[""gnem_row_27""]",company_targeted,automotive vehicles auto parts,Collect company-named evidence; seed product/location labels are unverified.,[],[]
company_fc7c935e96c630b5d97e68a4_discovery,"""Continental Automotive"" Georgia tariffs import duties supply chain",company_fc7c935e96c630b5d97e68a4,Continental Automotive,"[""Continental Automotive"", ""continental automotive""]","[""gnem_row_50""]",company_discovery,automotive vehicles auto parts,Collect company-named evidence; seed product/location labels are unverified.,[],[]
