query_id,original_id,original_query,input_row,duplicate_of,sectors,geography,labels_basis,parent_query_id,expansion_reason
q_62,62,United States Japan automobile tariffs trade agreement updates,62,,"[""automotive_and_trade""]",national_international_context,query_text_only,,
q_63,63,United States European Union automobile tariffs trade agreement updates,63,,"[""automotive_and_trade""]",national_international_context,query_text_only,,
q_64,64,United States Mexico automobile tariffs USMCA eligibility,64,,"[""automotive_and_trade""]",national_international_context,query_text_only,,
q_65,65,United States Canada automobile tariffs USMCA eligibility,65,,"[""automotive_and_trade""]",national_international_context,query_text_only,,
q_66,66,USMCA automotive rules of origin electric vehicles batteries,66,,"[""batteries_and_minerals""]",national_international_context,query_text_only,,
q_67,67,USMCA automotive regional value content imported components,67,,"[""automotive_and_trade""]",national_international_context,query_text_only,,
q_68,68,USMCA automotive steel aluminum purchasing requirements,68,,"[""metals""]",national_international_context,query_text_only,,
q_69,69,Imported electric vehicles China Section 301 tariff schedule,69,,"[""automotive_and_trade""]",national_international_context,query_text_only,,
q_70,70,Passenger vehicles light trucks electric vehicles HTS tariff differences,70,,"[""automotive_and_trade""]",national_international_context,query_text_only,,
q_71,71,Electric vehicle knockdown kits United States tariff classification,71,,"[""automotive_and_trade""]",national_international_context,query_text_only,,
q_72,72,Automotive assemblies versus individual parts customs classification,72,,"[""automotive_and_trade""]",national_international_context,query_text_only,,
q_73,73,Automotive replacement parts versus original equipment tariffs,73,,"[""automotive_and_trade""]",national_international_context,query_text_only,,
q_74,74,Electric vehicle drive units motors inverters import tariffs,74,,"[""pcbs_and_electronics""]",national_international_context,query_text_only,,
q_75,75,Automotive wiring harnesses connectors import tariffs,75,,"[""automotive_and_trade""]",national_international_context,query_text_only,,
q_76,76,Automotive braking systems steering systems import duties,76,,"[""automotive_and_trade""]",national_international_context,query_text_only,,
q_77,77,Automotive seats seat frames import tariffs,77,,"[""automotive_and_trade""]",national_international_context,query_text_only,,
q_78,78,Automotive suspension systems axles wheel hubs tariffs,78,,"[""automotive_and_trade""]",national_international_context,query_text_only,,
q_79,79,Automotive thermal management heat pumps import tariffs,79,,"[""automotive_and_trade""]",national_international_context,query_text_only,,
q_80,80,Automotive stamped body panels chassis components tariffs,80,,"[""automotive_and_trade""]",national_international_context,query_text_only,,
q_81,81,United States steel import tariffs current rates effective dates,81,,"[""metals""]",national_international_context,query_text_only,,
q_82,82,United States aluminum import tariffs current rates effective dates,82,,"[""metals""]",national_international_context,query_text_only,,
q_83,83,Section 232 steel aluminum derivative products tariff coverage,83,,"[""metals""]",national_international_context,query_text_only,,
q_84,84,Section 232 steel aluminum tariffs automotive supply chain Georgia,84,,"[""metals""]",statewide_georgia,query_text_only,,
q_85,85,Section 232 steel country of melt and pour reporting requirements,85,,"[""metals""]",national_international_context,query_text_only,,
q_86,86,Section 232 aluminum country of smelt and cast reporting requirements,86,,"[""metals""]",national_international_context,query_text_only,,
q_87,87,Section 232 derivative articles steel aluminum content valuation,87,,"[""metals""]",national_international_context,query_text_only,,
q_88,88,Section 232 steel aluminum derivative HTS additions effective dates,88,,"[""metals""]",national_international_context,query_text_only,,
q_89,89,Section 232 steel aluminum tariff exclusions status,89,,"[""metals""]",national_international_context,query_text_only,,
q_90,90,Section 232 steel aluminum duties tariff stacking rules,90,,"[""metals""]",national_international_context,query_text_only,,
q_91,91,Automotive cold rolled steel import duties antidumping countervailing,91,,"[""metals""]",national_international_context,query_text_only,,
q_92,92,Automotive hot rolled steel import duties antidumping countervailing,92,,"[""metals""]",national_international_context,query_text_only,,
q_93,93,Automotive corrosion resistant steel import duties antidumping countervailing,93,,"[""metals""]",national_international_context,query_text_only,,
q_94,94,Galvanized automotive steel sheets tariffs country of origin,94,,"[""metals""]",national_international_context,query_text_only,,
q_95,95,Advanced high strength steel automotive import tariffs,95,,"[""metals""]",national_international_context,query_text_only,,
q_96,96,Electrical steel EV motors import duties trade remedies,96,,"[""metals""]",national_international_context,query_text_only,,
q_97,97,Non oriented electrical steel antidumping countervailing duties,97,,"[""metals""]",national_international_context,query_text_only,,
q_98,98,Stainless steel automotive battery components import tariffs,98,,"[""batteries_and_minerals"", ""metals""]",national_international_context,query_text_only,,
q_99,99,Automotive steel fasteners bolts nuts import tariffs,99,,"[""metals""]",national_international_context,query_text_only,,
q_100,100,Steel tubes automotive chassis import duties trade remedies,100,,"[""metals""]",national_international_context,query_text_only,,
q_101,101,Automotive aluminum sheet import duties trade remedies,101,,"[""metals""]",national_international_context,query_text_only,,
q_102,102,Automotive aluminum extrusions antidumping countervailing duties,102,,"[""metals""]",national_international_context,query_text_only,,
q_103,103,EV battery aluminum foil import duties trade remedies,103,,"[""batteries_and_minerals"", ""metals""]",national_international_context,query_text_only,,
q_104,104,Automotive aluminum castings import tariff classification,104,,"[""metals""]",national_international_context,query_text_only,,
q_105,105,EV battery trays aluminum enclosures Section 232 tariffs,105,,"[""batteries_and_minerals"", ""metals""]",national_international_context,query_text_only,,
q_106,106,Aluminum wheels automotive import duties trade remedies,106,,"[""metals""]",national_international_context,query_text_only,,
q_107,107,Copper import tariffs current scope effective dates,107,,"[""metals""]",national_international_context,query_text_only,,
q_108,108,Copper wire automotive harness import duties,108,,"[""metals""]",national_international_context,query_text_only,,
q_109,109,Copper foil lithium ion batteries import duties,109,,"[""batteries_and_minerals"", ""metals""]",national_international_context,query_text_only,,
q_110,110,Copper busbars EV battery packs tariff classification,110,,"[""batteries_and_minerals"", ""metals""]",national_international_context,query_text_only,,
q_111,111,United States lithium ion EV battery tariffs current rates,111,,"[""batteries_and_minerals""]",national_international_context,query_text_only,,
q_112,112,Section 301 lithium ion EV batteries tariff implementation dates,112,,"[""batteries_and_minerals""]",national_international_context,query_text_only,,
q_113,113,Section 301 non EV lithium ion batteries tariff implementation dates,113,,"[""batteries_and_minerals""]",national_international_context,query_text_only,,
q_114,114,Section 301 battery parts tariff rates effective dates,114,,"[""batteries_and_minerals""]",national_international_context,query_text_only,,
q_115,115,EV battery cells modules packs HTS classification differences,115,,"[""batteries_and_minerals""]",national_international_context,query_text_only,,
q_116,116,Lithium ion battery cells South Korea United States import duties,116,,"[""batteries_and_minerals""]",national_international_context,query_text_only,,
q_117,117,Lithium ion battery cells China United States import duties,117,,"[""batteries_and_minerals""]",national_international_context,query_text_only,,
q_118,118,Lithium ion battery modules Mexico United States origin rules,118,,"[""batteries_and_minerals""]",national_international_context,query_text_only,,
q_119,119,Lithium ion battery packs Canada United States origin rules,119,,"[""batteries_and_minerals""]",national_international_context,query_text_only,,
q_120,120,Georgia battery manufacturing imported materials tariff exposure,120,,"[""batteries_and_minerals""]",statewide_georgia,query_text_only,,
q_121,121,EV battery cathode active materials import tariffs,121,,"[""batteries_and_minerals""]",national_international_context,query_text_only,,
q_122,122,EV battery anode active materials import tariffs,122,,"[""batteries_and_minerals""]",national_international_context,query_text_only,,
q_123,123,Lithium iron phosphate cathode material import duties,123,,"[""batteries_and_minerals""]",national_international_context,query_text_only,,
q_124,124,Nickel manganese cobalt cathode material import duties,124,,"[""batteries_and_minerals""]",national_international_context,query_text_only,,
q_125,125,Cathode precursor materials United States tariff classification,125,,"[""batteries_and_minerals""]",national_international_context,query_text_only,,
q_126,126,Natural graphite Section 301 tariffs effective dates,126,,"[""batteries_and_minerals""]",national_international_context,query_text_only,,
q_127,127,Synthetic graphite United States import tariffs,127,,"[""batteries_and_minerals""]",national_international_context,query_text_only,,
q_128,128,Active anode material antidumping countervailing duties China,128,,"[""batteries_and_minerals""]",national_international_context,query_text_only,,
q_129,129,Graphite anode material tariff scope covered products,129,,"[""batteries_and_minerals""]",national_international_context,query_text_only,,
q_130,130,Silicon based battery anode materials import tariffs,130,,"[""batteries_and_minerals""]",national_international_context,query_text_only,,
q_131,131,Lithium carbonate United States import duties,131,,"[""batteries_and_minerals""]",national_international_context,query_text_only,,
q_132,132,Lithium hydroxide United States import duties,132,,"[""batteries_and_minerals""]",national_international_context,query_text_only,,
q_133,133,Nickel sulfate battery grade import duties,133,,"[""batteries_and_minerals""]",national_international_context,query_text_only,,
q_134,134,Cobalt sulfate battery grade import duties,134,,"[""batteries_and_minerals""]",national_international_context,query_text_only,,
q_135,135,Manganese sulfate battery grade import duties,135,,"[""batteries_and_minerals""]",national_international_context,query_text_only,,
q_136,136,Critical minerals Section 301 tariff rates effective dates,136,,"[""batteries_and_minerals""]",national_international_context,query_text_only,,
q_137,137,Battery electrolyte lithium hexafluorophosphate import tariffs,137,,"[""batteries_and_minerals""]",national_international_context,query_text_only,,
q_138,138,Battery electrolyte solvents ethylene carbonate import duties,138,,"[""batteries_and_minerals""]",national_international_context,query_text_only,,
q_139,139,Lithium ion battery separators import tariff classification,139,,"[""batteries_and_minerals""]",national_international_context,query_text_only,,
q_140,140,Battery separator films China import tariffs,140,,"[""batteries_and_minerals""]",national_international_context,query_text_only,,
q_141,141,Battery binder PVDF import duties,141,,"[""batteries_and_minerals""]",national_international_context,query_text_only,,
q_142,142,Battery conductive carbon additives import tariffs,142,,"[""batteries_and_minerals""]",national_international_context,query_text_only,,
q_143,143,Battery copper foil antidumping countervailing duty scope,143,,"[""batteries_and_minerals"", ""metals""]",national_international_context,query_text_only,,
q_144,144,Battery aluminum foil antidumping countervailing duty scope,144,,"[""batteries_and_minerals"", ""metals""]",national_international_context,query_text_only,,
q_145,145,Battery casings cans imported metal content tariffs,145,,"[""batteries_and_minerals"", ""metals""]",national_international_context,query_text_only,,
q_146,146,EV battery management systems import tariff classification,146,,"[""batteries_and_minerals""]",national_international_context,query_text_only,,
q_147,147,EV battery cooling plates import duties,147,,"[""batteries_and_minerals""]",national_international_context,query_text_only,,
q_148,148,EV battery manufacturing equipment United States import tariffs,148,,"[""batteries_and_minerals""]",national_international_context,query_text_only,,
q_149,149,Battery electrode coating equipment Section 301 exclusions,149,,"[""batteries_and_minerals""]",national_international_context,query_text_only,,
q_150,150,Battery recycling black mass import tariff classification,150,,"[""batteries_and_minerals""]",national_international_context,query_text_only,,
q_151,151,Recycled lithium nickel cobalt materials United States import duties,151,,"[""batteries_and_minerals""]",national_international_context,query_text_only,,
q_152,152,Rare earth permanent magnets United States import tariffs,152,,"[""batteries_and_minerals""]",national_international_context,query_text_only,,
q_153,153,Neodymium iron boron magnets Section 301 effective dates,153,,"[""automotive_and_trade""]",national_international_context,query_text_only,,
q_154,154,EV traction motor magnets country of origin tariff exposure,154,,"[""automotive_and_trade""]",national_international_context,query_text_only,,
q_155,155,Critical mineral export restrictions versus United States import tariffs,155,,"[""batteries_and_minerals""]",national_international_context,query_text_only,,
q_156,156,Printed circuit boards United States import tariffs current rates,156,,"[""pcbs_and_electronics""]",national_international_context,query_text_only,,
q_157,157,Bare printed circuit boards HTS 8534 import duties,157,,"[""pcbs_and_electronics""]",national_international_context,query_text_only,,
q_158,158,Printed circuit board assemblies United States tariff classification,158,,"[""pcbs_and_electronics""]",national_international_context,query_text_only,,
q_159,159,Automotive PCBs China Section 301 tariffs,159,,"[""pcbs_and_electronics""]",national_international_context,query_text_only,,
q_160,160,Automotive PCB assemblies South Korea import duties,160,,"[""pcbs_and_electronics""]",national_international_context,query_text_only,,
q_161,161,Automotive PCB assemblies Taiwan import duties,161,,"[""pcbs_and_electronics""]",national_international_context,query_text_only,,
q_162,162,Automotive PCB assemblies Vietnam country of origin rules,162,,"[""pcbs_and_electronics""]",national_international_context,query_text_only,,
q_163,163,Automotive PCB assemblies Mexico USMCA eligibility,163,,"[""pcbs_and_electronics""]",national_international_context,query_text_only,,
q_164,164,Multilayer rigid printed circuit boards import tariffs,164,,"[""pcbs_and_electronics""]",national_international_context,query_text_only,,
q_165,165,Flexible printed circuit boards import tariffs,165,,"[""pcbs_and_electronics""]",national_international_context,query_text_only,,
q_166,166,Rigid flex printed circuit boards import duties,166,,"[""pcbs_and_electronics""]",national_international_context,query_text_only,,
q_167,167,Insulated metal substrate automotive PCBs import tariffs,167,,"[""metals"", ""pcbs_and_electronics""]",national_international_context,query_text_only,,
q_168,168,PCB copper clad laminates import duties,168,,"[""metals"", ""pcbs_and_electronics""]",national_international_context,query_text_only,,
q_169,169,PCB prepreg fiberglass epoxy materials import tariffs,169,,"[""pcbs_and_electronics""]",national_international_context,query_text_only,,
q_170,170,PCB copper foil import tariffs automotive electronics,170,,"[""metals"", ""pcbs_and_electronics""]",national_international_context,query_text_only,,
q_171,171,Automotive electronic control units HTS classification tariffs,171,,"[""pcbs_and_electronics""]",national_international_context,query_text_only,,
q_172,172,Battery management system PCB assemblies tariff exposure,172,,"[""batteries_and_minerals"", ""pcbs_and_electronics""]",national_international_context,query_text_only,,
q_173,173,EV inverter PCB assemblies tariff classification,173,,"[""pcbs_and_electronics""]",national_international_context,query_text_only,,
q_174,174,Automotive semiconductor modules import duties Section 301,174,,"[""pcbs_and_electronics""]",national_international_context,query_text_only,,
q_175,175,Silicon carbide power devices import tariffs EV supply chain,175,,"[""automotive_and_trade""]",national_international_context,query_text_only,,
q_176,176,IGBT power modules import tariff classification,176,,"[""automotive_and_trade""]",national_international_context,query_text_only,,
q_177,177,Automotive microcontrollers processors import tariffs,177,,"[""automotive_and_trade""]",national_international_context,query_text_only,,
q_178,178,Automotive sensors radar modules camera modules import duties,178,,"[""automotive_and_trade""]",national_international_context,query_text_only,,
q_179,179,PCB assembly substantial transformation CBP country of origin rulings,179,,"[""pcbs_and_electronics""]",national_international_context,query_text_only,,
q_180,180,Semiconductor fabrication packaging testing country of origin CBP rulings,180,,"[""pcbs_and_electronics""]",national_international_context,query_text_only,,
q_181,181,Automotive displays United States import tariffs current rates,181,,"[""displays""]",national_international_context,query_text_only,,
q_182,182,Automotive LCD display modules HTS classification import duties,182,,"[""displays""]",national_international_context,query_text_only,,
q_183,183,Automotive OLED display modules HTS classification import duties,183,,"[""displays""]",national_international_context,query_text_only,,
q_184,184,Automotive flat panel display modules HTS 8524 tariffs,184,,"[""displays""]",national_international_context,query_text_only,,
q_185,185,Automotive display assemblies versus display modules tariff classification,185,,"[""displays""]",national_international_context,query_text_only,,
q_186,186,Vehicle infotainment displays China Section 301 tariffs,186,,"[""displays""]",national_international_context,query_text_only,,
q_187,187,Vehicle instrument cluster displays import duties,187,,"[""displays""]",national_international_context,query_text_only,,
q_188,188,Automotive head up displays import tariff classification,188,,"[""displays""]",national_international_context,query_text_only,,
q_189,189,Automotive touchscreens capacitive touch panels import tariffs,189,,"[""displays""]",national_international_context,query_text_only,,
q_190,190,Automotive display cover glass import duties,190,,"[""displays""]",national_international_context,query_text_only,,
q_191,191,Automotive display driver integrated circuits import tariffs,191,,"[""displays""]",national_international_context,query_text_only,,
q_192,192,Automotive display backlight units import tariff classification,192,,"[""displays""]",national_international_context,query_text_only,,
q_193,193,Automotive displays South Korea United States import duties,193,,"[""displays""]",national_international_context,query_text_only,,
q_194,194,Automotive displays Japan United States import duties,194,,"[""displays""]",national_international_context,query_text_only,,
q_195,195,Automotive displays Taiwan United States import duties,195,,"[""displays""]",national_international_context,query_text_only,,
q_196,196,Automotive displays Mexico assembly country of origin rulings,196,,"[""displays""]",national_international_context,query_text_only,,
q_197,197,Automotive display module assembly substantial transformation CBP,197,,"[""displays""]",national_international_context,query_text_only,,
q_198,198,Georgia automotive electronics suppliers PCB display sourcing tariffs,198,,"[""pcbs_and_electronics"", ""displays""]",statewide_georgia,query_text_only,,
q_199,199,Southeast Georgia EV cockpit modules imported electronics tariff exposure,199,,"[""pcbs_and_electronics"", ""displays""]",southeast_georgia,query_text_only,,
q_200,200,Automotive infotainment system bundled components customs classification,200,,"[""displays""]",national_international_context,query_text_only,,
q_201,201,Tariff stacking Section 301 Section 232 antidumping countervailing duties,201,,"[""automotive_and_trade""]",national_international_context,query_text_only,,
q_202,202,United States additional country specific tariffs current legal status,202,,"[""automotive_and_trade""]",national_international_context,query_text_only,,
q_203,203,United States emergency tariffs court rulings implementation refunds,203,,"[""automotive_and_trade""]",national_international_context,query_text_only,,
q_204,204,Reciprocal tariffs automotive electronics exceptions current status,204,,"[""pcbs_and_electronics""]",national_international_context,query_text_only,,
q_205,205,HTS Chapter 99 additional duties automotive EV components,205,,"[""automotive_and_trade""]",national_international_context,query_text_only,,
q_206,206,HTS Chapter 99 reporting multiple additional tariffs customs entries,206,,"[""automotive_and_trade""]",national_international_context,query_text_only,,
q_207,207,Tariff effective date goods entered versus goods shipped rules,207,,"[""automotive_and_trade""]",national_international_context,query_text_only,,
q_208,208,Tariff in transit exceptions automotive components eligibility,208,,"[""automotive_and_trade""]",national_international_context,query_text_only,,
q_209,209,Tariff exclusions expiration extensions automotive components,209,,"[""automotive_and_trade""]",national_international_context,query_text_only,,
q_210,210,Section 301 machinery exclusions battery manufacturing equipment,210,,"[""batteries_and_minerals""]",national_international_context,query_text_only,,
q_211,211,Section 301 exclusions PCB manufacturing equipment,211,,"[""pcbs_and_electronics""]",national_international_context,query_text_only,,
q_212,212,Section 301 exclusions automotive electronics components,212,,"[""pcbs_and_electronics""]",national_international_context,query_text_only,,
q_213,213,Customs country of origin substantial transformation EV components,213,,"[""automotive_and_trade""]",national_international_context,query_text_only,,
q_214,214,Transshipment versus substantial transformation automotive components tariffs,214,,"[""automotive_and_trade""]",national_international_context,query_text_only,,
q_215,215,Customs valuation related party automotive imports transfer pricing,215,,"[""automotive_and_trade""]",national_international_context,query_text_only,,
q_216,216,Customs assists tooling molds automotive import valuation,216,,"[""automotive_and_trade""]",national_international_context,query_text_only,,
q_217,217,Customs valuation royalties automotive software imported components,217,,"[""automotive_and_trade""]",national_international_context,query_text_only,,
q_218,218,First sale customs valuation automotive supplier imports,218,,"[""automotive_and_trade""]",national_international_context,query_text_only,,
q_219,219,Foreign trade zones Georgia automotive manufacturers tariff benefits,219,,"[""automotive_and_trade""]",statewide_georgia,query_text_only,,
q_220,220,Foreign trade zone privileged foreign status Section 232 components,220,,"[""automotive_and_trade""]",national_international_context,query_text_only,,
q_221,221,Foreign trade zone tariff treatment EV battery manufacturing,221,,"[""batteries_and_minerals""]",national_international_context,query_text_only,,
q_222,222,Bonded warehouses imported automotive parts tariff deferral,222,,"[""automotive_and_trade""]",national_international_context,query_text_only,,
q_223,223,Duty drawback eligibility automotive components additional tariffs,223,,"[""automotive_and_trade""]",national_international_context,query_text_only,,
q_224,224,Temporary importation under bond automotive tooling equipment,224,,"[""automotive_and_trade""]",national_international_context,query_text_only,,
q_225,225,HTS 9801 returned automotive goods duty treatment,225,,"[""automotive_and_trade""]",national_international_context,query_text_only,,
q_226,226,HTS 9802 overseas assembly automotive components duty treatment,226,,"[""automotive_and_trade""]",national_international_context,query_text_only,,
q_227,227,CBP binding ruling request EV component tariff classification,227,,"[""automotive_and_trade""]",national_international_context,query_text_only,,
q_228,228,Customs entry correction protests automotive tariff refunds,228,,"[""automotive_and_trade""]",national_international_context,query_text_only,,
q_229,229,Antidumping countervailing duty scope rulings automotive components,229,,"[""automotive_and_trade""]",national_international_context,query_text_only,,
q_230,230,Supplier tariff surcharge clauses automotive purchasing contracts,230,,"[""automotive_and_trade""]",national_international_context,query_text_only,,
q_231,231,Automotive suppliers tariff pass through customer negotiations Georgia,231,,"[""automotive_and_trade""]",statewide_georgia,query_text_only,,
q_232,232,Georgia automotive suppliers tariffs quarterly earnings disclosures,232,,"[""automotive_and_trade""]",statewide_georgia,query_text_only,,
q_233,233,Georgia EV projects tariffs construction equipment costs,233,,"[""automotive_and_trade""]",statewide_georgia,query_text_only,,
q_234,234,Southeast Georgia automotive investment tariffs project delays,234,,"[""automotive_and_trade""]",southeast_georgia,query_text_only,,
q_235,235,Georgia battery plants tariffs capacity expansion decisions,235,,"[""batteries_and_minerals""]",statewide_georgia,query_text_only,,
q_236,236,Georgia EV suppliers tariffs reshoring nearshoring announcements,236,,"[""automotive_and_trade""]",statewide_georgia,query_text_only,,
q_237,237,Georgia automotive suppliers alternative sourcing domestic metals,237,,"[""metals""]",statewide_georgia,query_text_only,,
q_238,238,Georgia EV suppliers alternative sourcing non China battery materials,238,,"[""batteries_and_minerals""]",statewide_georgia,query_text_only,,
q_239,239,Southeast Georgia automotive tariffs inventory stockpiling,239,,"[""automotive_and_trade""]",southeast_georgia,query_text_only,,
q_240,240,Port of Savannah automotive parts frontloading tariff deadlines,240,,"[""automotive_and_trade""]",southeast_georgia,query_text_only,,
