company_id,company_name,seed_row_ids,seed_locations,sector_hints_unverified,evidence_status,source_reported_effect_claims,response_or_opinion_claims,company_context_claims,group_context_claims,unverified_leads,rejected_company_links,full_text_named_tariff_claims,web_queries_completed,web_queries_planned,current_policy_verified,facility_exposure_verified,profile_path
company_22670a5f0b194d8bd2c5eb74,Blue Ridge Manufacturing,"[""gnem_row_19""]","[""Blue Ridge, Union County""]","[""automotive_and_trade""]",no_usable_company_evidence,0,0,0,0,0,0,0,2,2,False,False,companies/company_22670a5f0b194d8bd2c5eb74.md
company_d34cd4f09e41e0c33dd7091f,Bonnell Aluminum,"[""gnem_row_33""]","[""Newnan, Coweta County""]","[""automotive_and_trade""]",company_tariff_response_or_opinion,0,1,2,0,0,0,1,2,2,False,False,companies/company_d34cd4f09e41e0c33dd7091f.md
company_c5335f42ecc83c2a03899ecb,Boogook Industries,"[""gnem_row_21""]","[""Macon, Twiggs County""]","[""automotive_and_trade""]",no_usable_company_evidence,0,0,0,0,0,0,0,2,2,False,False,companies/company_c5335f42ecc83c2a03899ecb.md
company_0d0c7e1f704d4df061e129a4,Bosal Industries Georgia,"[""gnem_row_34""]","[""Lavonia, Franklin County""]","[""automotive_and_trade""]",no_usable_company_evidence,0,0,0,0,0,0,0,2,2,False,False,companies/company_0d0c7e1f704d4df061e129a4.md
company_c5fcc97bfb2974073676415c,Bosch (Automotive Division),"[""gnem_row_23""]","[""Toccoa, Franklin County""]","[""automotive_and_trade""]",group_context_only,0,0,0,2,0,0,0,2,2,False,False,companies/company_c5fcc97bfb2974073676415c.md
company_ae431317033c698ebc8dbdc9,Bridgestone Bandag,"[""gnem_row_24""]","[""Griffin, Spalding County""]","[""automotive_and_trade""]",group_context_only,0,0,0,3,0,0,0,2,2,False,False,companies/company_ae431317033c698ebc8dbdc9.md
company_554a225e8185b55b8a0a41bd,Carcoustics USA,"[""gnem_row_39""]","[""Buford, Forsyth County""]","[""automotive_and_trade""]",no_usable_company_evidence,0,0,0,0,0,0,0,2,2,False,False,companies/company_554a225e8185b55b8a0a41bd.md
company_9f7649ab93e553fce03a0293,Club Car LLC,"[""gnem_row_26""]","[""Evans, Columbia County""]","[""automotive_and_trade""]",company_tariff_response_or_opinion,0,3,3,0,0,0,3,2,2,False,False,companies/company_9f7649ab93e553fce03a0293.md
company_80c510ece7aa44948187d533,Constellium Automotive USA,"[""gnem_row_27""]","[""Cartersville, Bartow County""]","[""automotive_and_trade""]",no_usable_company_evidence,0,0,0,0,0,0,0,2,2,False,False,companies/company_80c510ece7aa44948187d533.md
company_fc7c935e96c630b5d97e68a4,Continental Automotive,"[""gnem_row_50""]","[""Fairburn, Fayette County""]","[""automotive_and_trade""]",group_context_only,0,0,0,5,0,0,0,2,2,False,False,companies/company_fc7c935e96c630b5d97e68a4.md
company_9e5f148c5a229152f328fcb1,Continental Tire the Americas LLC,"[""gnem_row_60""]","[""Barnesville, Lamar County""]","[""automotive_and_trade""]",group_context_only,0,0,0,5,0,0,0,2,2,False,False,companies/company_9e5f148c5a229152f328fcb1.md
company_85bc0be08bc4340515f23feb,DAEHAN Solution Georgia LLC,"[""gnem_row_31""]","[""Covington, Henry County""]","[""automotive_and_trade""]",no_usable_company_evidence,0,0,0,0,0,0,0,2,2,False,False,companies/company_85bc0be08bc4340515f23feb.md
company_95301b2e6722331d5c2f845b,Daesol Ausys,"[""gnem_row_32""]","[""Smyrna, Cobb County""]","[""automotive_and_trade""]",company_context_only,0,0,12,0,0,0,0,2,2,False,False,companies/company_95301b2e6722331d5c2f845b.md
company_afab7be1621b5bafcfb7f0b4,"Daesol Material Georgia, LLC","[""gnem_row_82""]","[""Duluth, Gwinnett County""]","[""automotive_and_trade""]",company_context_only,0,0,1,0,0,0,0,2,2,False,False,companies/company_afab7be1621b5bafcfb7f0b4.md
company_8d42c7988edcfa40dca2f234,Daimler Truck North America,"[""gnem_row_86""]","[""Covington, Henry County""]","[""automotive_and_trade""]",company_tariff_response_or_opinion,0,1,0,7,0,0,1,2,2,False,False,companies/company_8d42c7988edcfa40dca2f234.md
company_0493452f9eb077afb0f244bd,DAS Corp.,"[""gnem_row_35""]","[""Metter, Emanuel County""]","[""automotive_and_trade""]",company_context_only,0,0,8,0,0,0,0,2,2,False,False,companies/company_0493452f9eb077afb0f244bd.md
company_90866fc8cf495eea5d2f62ee,Decostar Industries,"[""gnem_row_104""]","[""Buchanan, Polk County""]","[""automotive_and_trade""]",company_context_only,0,0,1,0,0,0,0,2,2,False,False,companies/company_90866fc8cf495eea5d2f62ee.md
company_a67cb8fe187afc2e4991e639,DeKalb Tool & Die Inc.,"[""gnem_row_115""]","[""Tucker, Gwinnett County""]","[""automotive_and_trade""]",no_usable_company_evidence,0,0,0,0,0,0,0,2,2,False,False,companies/company_a67cb8fe187afc2e4991e639.md
company_15be2d53cdedc8bb7d9f1da8,Denkai America,"[""gnem_row_161""]","[""Augusta, Richmond County""]","[""automotive_and_trade""]",no_usable_company_evidence,0,0,0,0,0,0,0,2,2,False,False,companies/company_15be2d53cdedc8bb7d9f1da8.md
company_5b628ee8f4aa57a92808347b,Denso Manufacturing Georgia,"[""gnem_row_71""]","[""Pendergrass, Hall County""]","[""automotive_and_trade""]",group_context_only,0,0,0,5,0,0,0,2,2,False,False,companies/company_5b628ee8f4aa57a92808347b.md
company_89c7fb4ea40a16de2124266e,Die-Tech Industries Inc.,"[""gnem_row_142""]","[""Carrollton, Carroll County""]","[""automotive_and_trade""]",no_usable_company_evidence,0,0,0,0,0,0,0,2,2,False,False,companies/company_89c7fb4ea40a16de2124266e.md
company_8c24996dab6424ef3a7a1d2c,Dinex Emissions Inc.,"[""gnem_row_7""]","[""Dublin, Johnson County""]","[""automotive_and_trade"", ""metals""]",company_context_only,0,0,3,0,0,0,0,2,2,False,False,companies/company_8c24996dab6424ef3a7a1d2c.md
company_e4034603e2ef1f2c82e9bef8,Dongwon Autopart Technology Georgia LLC,"[""gnem_row_15""]","[""Hogansville, Meriwether County""]","[""automotive_and_trade"", ""metals""]",no_usable_company_evidence,0,0,0,0,0,0,0,2,2,False,False,companies/company_e4034603e2ef1f2c82e9bef8.md
company_9ddeeb9ac201aee6620312ef,Dorsett Industries Inc.,"[""gnem_row_20""]","[""Dalton, Whitfield County""]","[""automotive_and_trade"", ""metals""]",company_context_only,0,0,4,0,0,0,0,2,2,False,False,companies/company_9ddeeb9ac201aee6620312ef.md
company_2a4a597f72ccf38caccb9442,Down 2 Earth Trailers,"[""gnem_row_22""]","[""Baxley, Appling County""]","[""automotive_and_trade"", ""metals""]",no_usable_company_evidence,0,0,0,0,0,0,0,2,2,False,False,companies/company_2a4a597f72ccf38caccb9442.md
company_5dcbbc145bf0d5ed726febae,Duckyang,"[""gnem_row_36""]","[""Braselton, Hall County""]","[""automotive_and_trade"", ""metals""]",company_context_only,0,0,5,0,0,0,0,2,2,False,False,companies/company_5dcbbc145bf0d5ed726febae.md
company_c1c4fd592ddbedf564507b8b,Eaton Corp.,"[""gnem_row_37""]","[""Athens, Clarke County""]","[""automotive_and_trade"", ""metals""]",no_usable_company_evidence,0,0,0,0,0,0,0,2,2,False,False,companies/company_c1c4fd592ddbedf564507b8b.md
company_23ebfd09d6c7f37b2dc25904,Enchem America Inc.,"[""gnem_row_52""]","[""Commerce, Jackson County""]","[""automotive_and_trade"", ""batteries_and_minerals"", ""metals""]",company_context_only,0,0,11,0,0,0,0,2,2,False,False,companies/company_23ebfd09d6c7f37b2dc25904.md
company_2433d9dc53f48bd785fdde67,Enplas USA Inc.,"[""gnem_row_59""]","[""Marietta, Cobb County""]","[""automotive_and_trade"", ""metals""]",no_usable_company_evidence,0,0,0,0,0,0,0,2,2,False,False,companies/company_2433d9dc53f48bd785fdde67.md
company_39deb7adc0f95475d16ebb1b,Erdrich USA Inc.,"[""gnem_row_68""]","[""Dublin, Laurens County""]","[""automotive_and_trade"", ""metals""]",no_usable_company_evidence,0,0,0,0,0,0,0,2,2,False,False,companies/company_39deb7adc0f95475d16ebb1b.md
company_8b600a968a9e1e7afd1f6cb1,EVCO Plastics,"[""gnem_row_53""]","[""Calhoun, Gordon County""]","[""automotive_and_trade"", ""metals""]",company_tariff_response_or_opinion,0,1,2,0,0,0,1,2,2,False,False,companies/company_8b600a968a9e1e7afd1f6cb1.md
company_72b49d856cf0c4ec907d8a5c,F&P Georgia Manufacturing,"[""gnem_row_54""]","[""Rome, Floyd County""]","[""automotive_and_trade"", ""metals""]",no_usable_company_evidence,0,0,0,0,0,0,0,2,2,False,False,companies/company_72b49d856cf0c4ec907d8a5c.md
company_16cfdd7795f2585f3782e10a,Fanello Industries Inc.,"[""gnem_row_55""]","[""Lavonia, Franklin County""]","[""automotive_and_trade"", ""metals""]",no_usable_company_evidence,0,0,0,0,0,0,0,2,2,False,False,companies/company_16cfdd7795f2585f3782e10a.md
company_dd47a3941fa7ff93d27cfe5d,First American Resources,"[""gnem_row_56""]","[""Mableton, Cobb County""]","[""automotive_and_trade"", ""metals""]",no_usable_company_evidence,0,0,0,0,0,0,0,2,2,False,False,companies/company_dd47a3941fa7ff93d27cfe5d.md
company_5fd1cdbb7f4fedfb0fc5ec73,Flambeau Inc.,"[""gnem_row_5""]","[""Madison, Morgan County""]","[""automotive_and_trade"", ""metals""]",no_usable_company_evidence,0,0,0,0,0,0,0,2,2,False,False,companies/company_5fd1cdbb7f4fedfb0fc5ec73.md
company_db84bb9d505096e9f1ac05ff,Fouts Brothers Fire Equipment,"[""gnem_row_11""]","[""Milledgeville, Baldwin County""]","[""automotive_and_trade"", ""metals""]",no_usable_company_evidence,0,0,0,0,0,0,0,2,2,False,False,companies/company_db84bb9d505096e9f1ac05ff.md
company_b77873acd655b85203123334,FOX Factory,"[""gnem_row_10""]","[""Duluth, Gwinnett County""]","[""automotive_and_trade"", ""metals""]",no_usable_company_evidence,0,0,0,0,0,0,0,2,2,False,False,companies/company_b77873acd655b85203123334.md
company_95499c81d98267ad7ee60c61,Freudenberg-NOK,"[""gnem_row_48"", ""gnem_row_61""]","[""LaGrange, Troup County""]","[""automotive_and_trade"", ""metals""]",no_usable_company_evidence,0,0,0,0,0,0,0,2,2,False,False,companies/company_95499c81d98267ad7ee60c61.md
company_0f47bea73e79482f99163b3b,FREYR Battery,"[""gnem_row_69""]","[""Atlanta, Cobb County""]","[""automotive_and_trade"", ""batteries_and_minerals"", ""metals""]",company_context_only,0,0,5,0,0,0,0,2,2,False,False,companies/company_0f47bea73e79482f99163b3b.md
company_4cf9aea6b8343b258d83e9d6,GEDIA Georgia LLC,"[""gnem_row_74""]","[""Dalton, Cobb County""]","[""automotive_and_trade"", ""metals""]",no_usable_company_evidence,0,0,0,0,0,0,0,2,2,False,False,companies/company_4cf9aea6b8343b258d83e9d6.md
company_1397e4a3a1b21417765afda3,Global Powertrain Systems LLC,"[""gnem_row_75""]","[""Jefferson, Jackson County""]","[""automotive_and_trade"", ""metals""]",no_usable_company_evidence,0,0,0,0,0,0,0,2,2,False,False,companies/company_1397e4a3a1b21417765afda3.md
company_b7b4dc548795424b83c672ad,Goodyear Tire & Rubber Co.,"[""gnem_row_108""]","[""Atlanta, Clayton County""]","[""automotive_and_trade"", ""metals""]",company_context_only,0,0,6,4,2,0,0,2,2,False,False,companies/company_b7b4dc548795424b83c672ad.md
company_284da82fa1a5d254a086d112,Grudem,"[""gnem_row_4""]","[""Gainesville, Hall County""]","[""automotive_and_trade""]",no_usable_company_evidence,0,0,0,0,0,0,0,2,2,False,False,companies/company_284da82fa1a5d254a086d112.md
company_62439ed88b20d99762107a5c,GSC Steel Stamping LLC,"[""gnem_row_70""]","[""Adairsville, Bartow County""]","[""automotive_and_trade""]",company_context_only,0,0,3,0,0,0,0,2,2,False,False,companies/company_62439ed88b20d99762107a5c.md
company_cd5434e61fd91cb82ebf56cf,Haering Precision USA LP,"[""gnem_row_43"", ""gnem_row_72""]","[""Buford, Hall County""]","[""automotive_and_trade""]",no_usable_company_evidence,0,0,0,0,0,0,0,2,2,False,False,companies/company_cd5434e61fd91cb82ebf56cf.md
company_2f674205f91f09171f99b95d,Hanon Systems USA LLC,"[""gnem_row_73""]","[""Shorter, Spalding County""]","[""automotive_and_trade""]",no_usable_company_evidence,0,0,0,0,0,0,0,2,2,False,False,companies/company_2f674205f91f09171f99b95d.md
company_83738a1fb07cdd4d4438490b,HELLA Automotive Sales Inc.,"[""gnem_row_121""]","[""Atlanta, Cobb County""]","[""automotive_and_trade""]",company_context_only,0,0,3,0,0,0,0,2,2,False,False,companies/company_83738a1fb07cdd4d4438490b.md
company_c07c982df0d492aa3945a40c,HEXPOL Compounding Corp.,"[""gnem_row_163""]","[""Griffin, Spalding County""]","[""automotive_and_trade""]",no_usable_company_evidence,0,0,0,0,0,0,0,2,2,False,False,companies/company_c07c982df0d492aa3945a40c.md
company_09c2e352043905f0b725491b,Hitachi Astemo,"[""gnem_row_76""]","[""Shorter, Fayette County""]","[""displays"", ""pcbs_and_electronics""]",company_context_only,0,0,3,2,0,0,0,2,2,False,False,companies/company_09c2e352043905f0b725491b.md
company_857a53c98c8af0ccf25cdd3a,Hitachi Astemo Americas Inc.,"[""gnem_row_77""]","[""Shorter, Coweta County""]","[""displays"", ""pcbs_and_electronics""]",company_context_only,0,0,3,2,0,0,0,2,2,False,False,companies/company_857a53c98c8af0ccf25cdd3a.md
company_1a995c929c9b6b4f4eafd428,Hollingsworth & Vose Co.,"[""gnem_row_78""]","[""Hawkinsville, Bleckley County""]","[""displays"", ""pcbs_and_electronics""]",company_context_only,0,0,1,0,0,0,0,2,2,False,False,companies/company_1a995c929c9b6b4f4eafd428.md
company_19c065ceff1df6bfa321c147,Honda Development & Manufacturing,"[""gnem_row_79""]","[""Tallapoosa, Cherokee County""]","[""displays"", ""pcbs_and_electronics""]",company_context_only,0,0,1,18,0,0,0,2,2,False,False,companies/company_19c065ceff1df6bfa321c147.md
company_26beff672f7c2515d668d5a8,Hwashin,"[""gnem_row_80""]","[""LaGrange, Carroll County""]","[""displays"", ""pcbs_and_electronics""]",company_context_only,0,0,12,0,0,0,0,2,2,False,False,companies/company_26beff672f7c2515d668d5a8.md
company_c616bc37ca5f1ed57590e3c9,Hyundai MOBIS (Georgia),"[""gnem_row_100""]","[""West Point, Troup County""]","[""displays"", ""pcbs_and_electronics""]",group_context_only,0,0,0,118,0,0,0,2,2,False,False,companies/company_c616bc37ca5f1ed57590e3c9.md
company_a5d8748e8f29ace38fb5e117,Hyundai Transys Georgia Powertrain,"[""gnem_row_85""]","[""West Point, Troup County""]","[""displays"", ""pcbs_and_electronics""]",company_context_only,0,0,3,116,0,0,0,2,2,False,False,companies/company_a5d8748e8f29ace38fb5e117.md
company_127cc1bfd36760f9a2c064cc,Hyundai Transys Georgia Seating Systems,"[""gnem_row_131""]","[""West Point, Troup County""]","[""displays"", ""pcbs_and_electronics""]",group_context_only,0,0,0,118,0,0,0,2,2,False,False,companies/company_127cc1bfd36760f9a2c064cc.md
company_b1eb8328a45bb51000d1ecaa,IMMI,"[""gnem_row_87""]","[""Dublin, Johnson County""]","[""displays"", ""pcbs_and_electronics""]",no_usable_company_evidence,0,0,0,0,0,0,0,2,2,False,False,companies/company_b1eb8328a45bb51000d1ecaa.md
company_688fd73015130e3680f03efc,IMS Gear Georgia Inc.,"[""gnem_row_88""]","[""Suwanee, Gwinnett County""]","[""displays"", ""pcbs_and_electronics""]",no_usable_company_evidence,0,0,0,0,0,0,0,2,2,False,False,companies/company_688fd73015130e3680f03efc.md
company_bf629aedfdcb5f68f8719223,Inalfa Roof Systems Inc.,"[""gnem_row_146""]","[""Acworth, Cobb County""]","[""displays"", ""pcbs_and_electronics""]",no_usable_company_evidence,0,0,0,0,0,0,0,2,2,False,False,companies/company_bf629aedfdcb5f68f8719223.md
company_3d6e0348f06d2e4c8bef6828,JAC Products Inc.,"[""gnem_row_90""]","[""Jefferson, Barrow County""]","[""displays"", ""pcbs_and_electronics""]",source_reported_company_tariff_effect,2,0,1,0,0,0,1,2,2,False,False,companies/company_3d6e0348f06d2e4c8bef6828.md
company_5e93b599969eccdd9ccfe0a3,Jefferson Southern Corp.,"[""gnem_row_166""]","[""Commerce, Forsyth County""]","[""displays"", ""pcbs_and_electronics""]",company_context_only,0,0,2,0,0,0,0,2,2,False,False,companies/company_5e93b599969eccdd9ccfe0a3.md
company_b7bd683c22b8b3f21d8e9f7d,Jefferson Southern Corporation,"[""gnem_row_92""]","[""Commerce, Forsyth County""]","[""automotive_and_trade""]",company_context_only,0,0,2,0,0,0,0,2,2,False,False,companies/company_b7bd683c22b8b3f21d8e9f7d.md
company_933e96a9f78bb1d41d7089e0,"Joon Georgia, Inc.","[""gnem_row_93""]","[""West Point, Chattahoochee County""]","[""automotive_and_trade""]",company_context_only,0,0,5,0,0,0,0,2,2,False,False,companies/company_933e96a9f78bb1d41d7089e0.md
company_51acf7e91bf99d07602b0a15,JTEKT North America Corp.,"[""gnem_row_2""]","[""Pendergrass, Hall County""]","[""automotive_and_trade""]",company_context_only,0,0,1,5,0,0,0,2,2,False,False,companies/company_51acf7e91bf99d07602b0a15.md
company_7959438dbd42735054f1a7a4,Kautex Inc.,"[""gnem_row_3""]","[""Lavonia, Rabun County""]","[""automotive_and_trade""]",company_context_only,0,0,20,0,0,0,0,2,2,False,False,companies/company_7959438dbd42735054f1a7a4.md
company_284421b36ec8283988c17894,Kia Georgia Inc.,"[""gnem_row_96""]","[""West Point, Troup County""]","[""automotive_and_trade""]",company_context_only,0,0,5,38,0,0,0,2,2,False,False,companies/company_284421b36ec8283988c17894.md
company_98ae8e7c06629f61cd42906f,KTX America Corporation,"[""gnem_row_97""]","[""LaGrange, Meriwether County""]","[""automotive_and_trade""]",no_usable_company_evidence,0,0,0,0,0,0,0,2,2,False,False,companies/company_98ae8e7c06629f61cd42906f.md
company_0070706649688b18a55fb394,Kumho Tire USA Inc.,"[""gnem_row_98""]","[""Macon, Bibb County""]","[""automotive_and_trade""]",group_context_only,0,0,0,5,0,0,0,2,2,False,False,companies/company_0070706649688b18a55fb394.md
company_fc5db24fad4fb6564b0f2519,Kyungshin America Corp.,"[""gnem_row_99""]","[""West Point, Troup County""]","[""automotive_and_trade""]",company_context_only,0,0,6,0,0,0,0,2,2,False,False,companies/company_fc5db24fad4fb6564b0f2519.md
company_9c755b1461327a4d399720e7,Lark United Manufacturing Inc.,"[""gnem_row_9""]","[""Dublin, Johnson County""]","[""automotive_and_trade""]",company_context_only,0,0,1,0,0,0,0,2,2,False,False,companies/company_9c755b1461327a4d399720e7.md
company_1ccd8d549b6d5b76fe835826,Lear Corporation,"[""gnem_row_101""]","[""Hammond Industrial Park, Troup County""]","[""automotive_and_trade""]",company_tariff_response_or_opinion,0,3,4,0,0,0,0,2,2,False,False,companies/company_1ccd8d549b6d5b76fe835826.md
company_ccca310b7ffd19ccc338c019,Lehigh Technologies Inc.,"[""gnem_row_102""]","[""Tucker, Gwinnett County""]","[""automotive_and_trade""]",no_usable_company_evidence,0,0,0,0,0,0,0,2,2,False,False,companies/company_ccca310b7ffd19ccc338c019.md
company_007f5c302685153392ed0dc8,Linde + Wiemann,"[""gnem_row_103""]","[""Dublin, Laurens County""]","[""automotive_and_trade""]",company_context_only,0,0,2,0,0,0,0,2,2,False,False,companies/company_007f5c302685153392ed0dc8.md
company_f8508eb6bd1d98eac99aa886,Lund International Inc.,"[""gnem_row_25""]","[""Madison, Morgan County""]","[""automotive_and_trade""]",company_context_only,0,0,1,0,0,0,0,2,2,False,False,companies/company_f8508eb6bd1d98eac99aa886.md
company_41d9c60287871fc6c424af25,Lund International Inc./Ventshade Division,"[""gnem_row_105""]","[""Madison, Morgan County""]","[""automotive_and_trade""]",no_usable_company_evidence,0,0,0,0,0,0,0,2,2,False,False,companies/company_41d9c60287871fc6c424af25.md
