query_id,original_id,original_query,input_row,duplicate_of,sectors,geography,labels_basis,parent_query_id,expansion_reason,parent_query_ids,company_id,company_name,company_aliases,seed_row_ids,query_purpose,sector_terms,include_domains
q_company_90ce15ff13f865cb62749afb_discovery,company_90ce15ff13f865cb62749afb_discovery,"""GLOVIS Georgia LLC"" Georgia tariffs import duties supply chain",14,,"[""automotive_and_trade""]",statewide_georgia,query_text_only,,Collect company-named evidence; seed product/location labels are unverified.,[],company_90ce15ff13f865cb62749afb,GLOVIS Georgia LLC,"[""GLOVIS Georgia LLC"", ""glovis georgia""]","[""gnem_row_83""]",company_discovery,automotive vehicles auto parts steel aluminum copper tariffs,[]
q_company_90ce15ff13f865cb62749afb_targeted,company_90ce15ff13f865cb62749afb_targeted,"""GLOVIS Georgia LLC"" automotive vehicles auto parts steel aluminum copper tariffs tariffs cost sourcing country of origin 2026",15,,"[""metals""]",statewide_georgia,query_text_only,,Collect company-named evidence; seed product/location labels are unverified.,[],company_90ce15ff13f865cb62749afb,GLOVIS Georgia LLC,"[""GLOVIS Georgia LLC"", ""glovis georgia""]","[""gnem_row_83""]",company_targeted,automotive vehicles auto parts steel aluminum copper tariffs,[]
q_company_87068da9d6a4b546bd557609_discovery,company_87068da9d6a4b546bd557609_discovery,"""Great Dane LP"" Georgia tariffs import duties supply chain",16,,"[""automotive_and_trade""]",statewide_georgia,query_text_only,,Collect company-named evidence; seed product/location labels are unverified.,[],company_87068da9d6a4b546bd557609,Great Dane LP,"[""Great Dane LP"", ""great dane""]","[""gnem_row_141""]",company_discovery,automotive vehicles auto parts steel aluminum copper tariffs,[]
q_company_87068da9d6a4b546bd557609_targeted,company_87068da9d6a4b546bd557609_targeted,"""Great Dane LP"" automotive vehicles auto parts steel aluminum copper tariffs tariffs cost sourcing country of origin 2026",17,,"[""metals""]",national_international_context,query_text_only,,Collect company-named evidence; seed product/location labels are unverified.,[],company_87068da9d6a4b546bd557609,Great Dane LP,"[""Great Dane LP"", ""great dane""]","[""gnem_row_141""]",company_targeted,automotive vehicles auto parts steel aluminum copper tariffs,[]
q_company_da9706f4b8d8a7c81d035528_discovery,company_da9706f4b8d8a7c81d035528_discovery,"""Great Dane Trailers"" Georgia tariffs import duties supply chain",18,,"[""automotive_and_trade""]",statewide_georgia,query_text_only,,Collect company-named evidence; seed product/location labels are unverified.,[],company_da9706f4b8d8a7c81d035528,Great Dane Trailers,"[""Great Dane Trailers"", ""great dane trailers""]","[""gnem_row_147""]",company_discovery,automotive vehicles auto parts steel aluminum copper tariffs,[]
q_company_da9706f4b8d8a7c81d035528_targeted,company_da9706f4b8d8a7c81d035528_targeted,"""Great Dane Trailers"" automotive vehicles auto parts steel aluminum copper tariffs tariffs cost sourcing country of origin 2026",19,,"[""metals""]",national_international_context,query_text_only,,Collect company-named evidence; seed product/location labels are unverified.,[],company_da9706f4b8d8a7c81d035528,Great Dane Trailers,"[""Great Dane Trailers"", ""great dane trailers""]","[""gnem_row_147""]",company_targeted,automotive vehicles auto parts steel aluminum copper tariffs,[]
q_company_c04f33ffc5921844cc767a0a_discovery,company_c04f33ffc5921844cc767a0a_discovery,"""Hyundai & LG Energy Solution (LGES)"" Georgia tariffs import duties supply chain",20,,"[""automotive_and_trade""]",statewide_georgia,query_text_only,,Collect company-named evidence; seed product/location labels are unverified.,[],company_c04f33ffc5921844cc767a0a,Hyundai & LG Energy Solution (LGES),"[""Hyundai & LG Energy Solution (LGES)"", ""hyundai lg energy solution lges""]","[""gnem_row_81""]",company_discovery,batteries critical minerals lithium graphite LCD OLED displays PCBs printed circuit boards electronics,[]
q_company_c04f33ffc5921844cc767a0a_targeted,company_c04f33ffc5921844cc767a0a_targeted,"""Hyundai & LG Energy Solution (LGES)"" batteries critical minerals lithium graphite LCD OLED displays PCBs printed circuit boards electronics tariffs cost sourcing country of origin 2026",21,,"[""batteries_and_minerals"", ""pcbs_and_electronics"", ""displays""]",national_international_context,query_text_only,,Collect company-named evidence; seed product/location labels are unverified.,[],company_c04f33ffc5921844cc767a0a,Hyundai & LG Energy Solution (LGES),"[""Hyundai & LG Energy Solution (LGES)"", ""hyundai lg energy solution lges""]","[""gnem_row_81""]",company_targeted,batteries critical minerals lithium graphite LCD OLED displays PCBs printed circuit boards electronics,[]
q_company_9c033fbbbe5dd968878b7417_discovery,company_9c033fbbbe5dd968878b7417_discovery,"""Hyundai Industrial Co."" Georgia tariffs import duties supply chain",22,,"[""automotive_and_trade""]",statewide_georgia,query_text_only,,Collect company-named evidence; seed product/location labels are unverified.,[],company_9c033fbbbe5dd968878b7417,Hyundai Industrial Co.,"[""Hyundai Industrial Co."", ""hyundai industrial""]","[""gnem_row_94""]",company_discovery,LCD OLED displays PCBs printed circuit boards electronics,[]
q_company_9c033fbbbe5dd968878b7417_targeted,company_9c033fbbbe5dd968878b7417_targeted,"""Hyundai Industrial Co."" LCD OLED displays PCBs printed circuit boards electronics tariffs cost sourcing country of origin 2026",23,,"[""pcbs_and_electronics"", ""displays""]",national_international_context,query_text_only,,Collect company-named evidence; seed product/location labels are unverified.,[],company_9c033fbbbe5dd968878b7417,Hyundai Industrial Co.,"[""Hyundai Industrial Co."", ""hyundai industrial""]","[""gnem_row_94""]",company_targeted,LCD OLED displays PCBs printed circuit boards electronics,[]
q_company_2b21c38fbded6ea1b5538a75_discovery,company_2b21c38fbded6ea1b5538a75_discovery,"""Hyundai Motor Group"" Georgia tariffs import duties supply chain",24,,"[""automotive_and_trade""]",statewide_georgia,query_text_only,,Collect company-named evidence; seed product/location labels are unverified.,[],company_2b21c38fbded6ea1b5538a75,Hyundai Motor Group,"[""Hyundai Motor Group"", ""hyundai motor group""]","[""gnem_row_84""]",company_discovery,LCD OLED displays PCBs printed circuit boards electronics,[]
q_company_2b21c38fbded6ea1b5538a75_targeted,company_2b21c38fbded6ea1b5538a75_targeted,"""Hyundai Motor Group"" LCD OLED displays PCBs printed circuit boards electronics tariffs cost sourcing country of origin 2026",25,,"[""pcbs_and_electronics"", ""displays""]",national_international_context,query_text_only,,Collect company-named evidence; seed product/location labels are unverified.,[],company_2b21c38fbded6ea1b5538a75,Hyundai Motor Group,"[""Hyundai Motor Group"", ""hyundai motor group""]","[""gnem_row_84""]",company_targeted,LCD OLED displays PCBs printed circuit boards electronics,[]
q_company_2fc6813eb9f41f003204ef69_discovery,company_2fc6813eb9f41f003204ef69_discovery,"""PHA Body Systems LLC"" Georgia tariffs import duties supply chain",26,,"[""automotive_and_trade""]",statewide_georgia,query_text_only,,Collect company-named evidence; seed product/location labels are unverified.,[],company_2fc6813eb9f41f003204ef69,PHA Body Systems LLC,"[""PHA Body Systems LLC"", ""pha body systems""]","[""gnem_row_143""]",company_discovery,automotive vehicles auto parts,[]
q_company_2fc6813eb9f41f003204ef69_targeted,company_2fc6813eb9f41f003204ef69_targeted,"""PHA Body Systems LLC"" automotive vehicles auto parts tariffs cost sourcing country of origin 2026",27,,"[""automotive_and_trade""]",national_international_context,query_text_only,,Collect company-named evidence; seed product/location labels are unverified.,[],company_2fc6813eb9f41f003204ef69,PHA Body Systems LLC,"[""PHA Body Systems LLC"", ""pha body systems""]","[""gnem_row_143""]",company_targeted,automotive vehicles auto parts,[]
q_company_3d4d0f99f4974152e5c9657d_discovery,company_3d4d0f99f4974152e5c9657d_discovery,"""Propex Operating Co. LLC"" Georgia tariffs import duties supply chain",28,,"[""automotive_and_trade""]",statewide_georgia,query_text_only,,Collect company-named evidence; seed product/location labels are unverified.,[],company_3d4d0f99f4974152e5c9657d,Propex Operating Co. LLC,"[""Propex Operating Co. LLC"", ""propex operating""]","[""gnem_row_128""]",company_discovery,automotive vehicles auto parts,[]
q_company_3d4d0f99f4974152e5c9657d_targeted,company_3d4d0f99f4974152e5c9657d_targeted,"""Propex Operating Co. LLC"" automotive vehicles auto parts tariffs cost sourcing country of origin 2026",29,,"[""automotive_and_trade""]",national_international_context,query_text_only,,Collect company-named evidence; seed product/location labels are unverified.,[],company_3d4d0f99f4974152e5c9657d,Propex Operating Co. LLC,"[""Propex Operating Co. LLC"", ""propex operating""]","[""gnem_row_128""]",company_targeted,automotive vehicles auto parts,[]
q_company_2ca807a86c0a7e4aeb4ae014_discovery,company_2ca807a86c0a7e4aeb4ae014_discovery,"""SK Battery America"" Georgia tariffs import duties supply chain",30,,"[""batteries_and_minerals""]",statewide_georgia,query_text_only,,Collect company-named evidence; seed product/location labels are unverified.,[],company_2ca807a86c0a7e4aeb4ae014,SK Battery America,"[""SK Battery America"", ""sk battery america""]","[""gnem_row_164""]",company_discovery,automotive vehicles auto parts batteries critical minerals lithium graphite,[]
q_company_2ca807a86c0a7e4aeb4ae014_targeted,company_2ca807a86c0a7e4aeb4ae014_targeted,"""SK Battery America"" automotive vehicles auto parts batteries critical minerals lithium graphite tariffs cost sourcing country of origin 2026",31,,"[""batteries_and_minerals""]",national_international_context,query_text_only,,Collect company-named evidence; seed product/location labels are unverified.,[],company_2ca807a86c0a7e4aeb4ae014,SK Battery America,"[""SK Battery America"", ""sk battery america""]","[""gnem_row_164""]",company_targeted,automotive vehicles auto parts batteries critical minerals lithium graphite,[]
q_company_56947b6791bbd3d8817d1869_discovery,company_56947b6791bbd3d8817d1869_discovery,"""ACM Georgia LLC"" Georgia tariffs import duties supply chain",32,,"[""automotive_and_trade""]",statewide_georgia,query_text_only,,Collect company-named evidence; seed product/location labels are unverified.,[],company_56947b6791bbd3d8817d1869,ACM Georgia LLC,"[""ACM Georgia LLC"", ""acm georgia""]","[""gnem_row_8""]",company_discovery,automotive vehicles auto parts,[]
q_company_56947b6791bbd3d8817d1869_targeted,company_56947b6791bbd3d8817d1869_targeted,"""ACM Georgia LLC"" automotive vehicles auto parts tariffs cost sourcing country of origin 2026",33,,"[""automotive_and_trade""]",statewide_georgia,query_text_only,,Collect company-named evidence; seed product/location labels are unverified.,[],company_56947b6791bbd3d8817d1869,ACM Georgia LLC,"[""ACM Georgia LLC"", ""acm georgia""]","[""gnem_row_8""]",company_targeted,automotive vehicles auto parts,[]
q_company_39f85ab24943ff1c43fdb019_discovery,company_39f85ab24943ff1c43fdb019_discovery,"""Adient"" Georgia tariffs import duties supply chain",34,,"[""automotive_and_trade""]",statewide_georgia,query_text_only,,Collect company-named evidence; seed product/location labels are unverified.,[],company_39f85ab24943ff1c43fdb019,Adient,"[""Adient"", ""adient""]","[""gnem_row_45""]",company_discovery,automotive vehicles auto parts,[]
q_company_39f85ab24943ff1c43fdb019_targeted,company_39f85ab24943ff1c43fdb019_targeted,"""Adient"" automotive vehicles auto parts tariffs cost sourcing country of origin 2026",35,,"[""automotive_and_trade""]",national_international_context,query_text_only,,Collect company-named evidence; seed product/location labels are unverified.,[],company_39f85ab24943ff1c43fdb019,Adient,"[""Adient"", ""adient""]","[""gnem_row_45""]",company_targeted,automotive vehicles auto parts,[]
q_company_a1d2f17b3360077e6922a03d_discovery,company_a1d2f17b3360077e6922a03d_discovery,"""ADVICS Manufacturing Georgia LLC"" Georgia tariffs import duties supply chain",36,,"[""automotive_and_trade""]",statewide_georgia,query_text_only,,Collect company-named evidence; seed product/location labels are unverified.,[],company_a1d2f17b3360077e6922a03d,ADVICS Manufacturing Georgia LLC,"[""ADVICS Manufacturing Georgia LLC"", ""advics manufacturing georgia""]","[""gnem_row_57""]",company_discovery,automotive vehicles auto parts,[]
q_company_a1d2f17b3360077e6922a03d_targeted,company_a1d2f17b3360077e6922a03d_targeted,"""ADVICS Manufacturing Georgia LLC"" automotive vehicles auto parts tariffs cost sourcing country of origin 2026",37,,"[""automotive_and_trade""]",statewide_georgia,query_text_only,,Collect company-named evidence; seed product/location labels are unverified.,[],company_a1d2f17b3360077e6922a03d,ADVICS Manufacturing Georgia LLC,"[""ADVICS Manufacturing Georgia LLC"", ""advics manufacturing georgia""]","[""gnem_row_57""]",company_targeted,automotive vehicles auto parts,[]
q_company_5d6710bbebca17301582eef6_discovery,company_5d6710bbebca17301582eef6_discovery,"""ALBAform Inc."" Georgia tariffs import duties supply chain",38,,"[""automotive_and_trade""]",statewide_georgia,query_text_only,,Collect company-named evidence; seed product/location labels are unverified.,[],company_5d6710bbebca17301582eef6,ALBAform Inc.,"[""ALBAform Inc."", ""albaform""]","[""gnem_row_67""]",company_discovery,automotive vehicles auto parts,[]
q_company_5d6710bbebca17301582eef6_targeted,company_5d6710bbebca17301582eef6_targeted,"""ALBAform Inc."" automotive vehicles auto parts tariffs cost sourcing country of origin 2026",39,,"[""automotive_and_trade""]",national_international_context,query_text_only,,Collect company-named evidence; seed product/location labels are unverified.,[],company_5d6710bbebca17301582eef6,ALBAform Inc.,"[""ALBAform Inc."", ""albaform""]","[""gnem_row_67""]",company_targeted,automotive vehicles auto parts,[]
q_company_105d9963b102a6ae236572eb_discovery,company_105d9963b102a6ae236572eb_discovery,"""Anovion Technologies"" Georgia tariffs import duties supply chain",40,,"[""automotive_and_trade""]",statewide_georgia,query_text_only,,Collect company-named evidence; seed product/location labels are unverified.,[],company_105d9963b102a6ae236572eb,Anovion Technologies,"[""Anovion Technologies"", ""anovion technologies""]","[""gnem_row_95""]",company_discovery,automotive vehicles auto parts batteries critical minerals lithium graphite,[]
q_company_105d9963b102a6ae236572eb_targeted,company_105d9963b102a6ae236572eb_targeted,"""Anovion Technologies"" automotive vehicles auto parts batteries critical minerals lithium graphite tariffs cost sourcing country of origin 2026",41,,"[""batteries_and_minerals""]",national_international_context,query_text_only,,Collect company-named evidence; seed product/location labels are unverified.,[],company_105d9963b102a6ae236572eb,Anovion Technologies,"[""Anovion Technologies"", ""anovion technologies""]","[""gnem_row_95""]",company_targeted,automotive vehicles auto parts batteries critical minerals lithium graphite,[]
q_company_2e20e495efaa524f3c7b4c3a_discovery,company_2e20e495efaa524f3c7b4c3a_discovery,"""Apache Mills Inc."" Georgia tariffs import duties supply chain",42,,"[""automotive_and_trade""]",statewide_georgia,query_text_only,,Collect company-named evidence; seed product/location labels are unverified.,[],company_2e20e495efaa524f3c7b4c3a,Apache Mills Inc.,"[""Apache Mills Inc."", ""apache mills""]","[""gnem_row_64""]",company_discovery,automotive vehicles auto parts,[]
q_company_2e20e495efaa524f3c7b4c3a_targeted,company_2e20e495efaa524f3c7b4c3a_targeted,"""Apache Mills Inc."" automotive vehicles auto parts tariffs cost sourcing country of origin 2026",43,,"[""automotive_and_trade""]",national_international_context,query_text_only,,Collect company-named evidence; seed product/location labels are unverified.,[],company_2e20e495efaa524f3c7b4c3a,Apache Mills Inc.,"[""Apache Mills Inc."", ""apache mills""]","[""gnem_row_64""]",company_targeted,automotive vehicles auto parts,[]
q_company_8102602c2cf120a2e06de532_discovery,company_8102602c2cf120a2e06de532_discovery,"""Archer Aviation Inc."" Georgia tariffs import duties supply chain",44,,"[""automotive_and_trade""]",statewide_georgia,query_text_only,,Collect company-named evidence; seed product/location labels are unverified.,[],company_8102602c2cf120a2e06de532,Archer Aviation Inc.,"[""Archer Aviation Inc."", ""archer aviation""]","[""gnem_row_40""]",company_discovery,automotive vehicles auto parts,[]
q_company_8102602c2cf120a2e06de532_targeted,company_8102602c2cf120a2e06de532_targeted,"""Archer Aviation Inc."" automotive vehicles auto parts tariffs cost sourcing country of origin 2026",45,,"[""automotive_and_trade""]",national_international_context,query_text_only,,Collect company-named evidence; seed product/location labels are unverified.,[],company_8102602c2cf120a2e06de532,Archer Aviation Inc.,"[""Archer Aviation Inc."", ""archer aviation""]","[""gnem_row_40""]",company_targeted,automotive vehicles auto parts,[]
q_company_2c8b7f05b5f09138866667d6_discovery,company_2c8b7f05b5f09138866667d6_discovery,"""Arising Industries Inc."" Georgia tariffs import duties supply chain",46,,"[""automotive_and_trade""]",statewide_georgia,query_text_only,,Collect company-named evidence; seed product/location labels are unverified.,[],company_2c8b7f05b5f09138866667d6,Arising Industries Inc.,"[""Arising Industries Inc."", ""arising industries""]","[""gnem_row_6"", ""gnem_row_112""]",company_discovery,automotive vehicles auto parts,[]
q_company_2c8b7f05b5f09138866667d6_targeted,company_2c8b7f05b5f09138866667d6_targeted,"""Arising Industries Inc."" automotive vehicles auto parts tariffs cost sourcing country of origin 2026",47,,"[""automotive_and_trade""]",national_international_context,query_text_only,,Collect company-named evidence; seed product/location labels are unverified.,[],company_2c8b7f05b5f09138866667d6,Arising Industries Inc.,"[""Arising Industries Inc."", ""arising industries""]","[""gnem_row_6"", ""gnem_row_112""]",company_targeted,automotive vehicles auto parts,[]
q_company_36bb5b7f923c6cc0642f4aca_discovery,company_36bb5b7f923c6cc0642f4aca_discovery,"""Ascend Elements"" Georgia tariffs import duties supply chain",48,,"[""automotive_and_trade""]",statewide_georgia,query_text_only,,Collect company-named evidence; seed product/location labels are unverified.,[],company_36bb5b7f923c6cc0642f4aca,Ascend Elements,"[""Ascend Elements"", ""ascend elements""]","[""gnem_row_12""]",company_discovery,automotive vehicles auto parts batteries critical minerals lithium graphite,[]
q_company_36bb5b7f923c6cc0642f4aca_targeted,company_36bb5b7f923c6cc0642f4aca_targeted,"""Ascend Elements"" automotive vehicles auto parts batteries critical minerals lithium graphite tariffs cost sourcing country of origin 2026",49,,"[""batteries_and_minerals""]",national_international_context,query_text_only,,Collect company-named evidence; seed product/location labels are unverified.,[],company_36bb5b7f923c6cc0642f4aca,Ascend Elements,"[""Ascend Elements"", ""ascend elements""]","[""gnem_row_12""]",company_targeted,automotive vehicles auto parts batteries critical minerals lithium graphite,[]
q_company_42975cd2568a7dcbeb7cbd98_discovery,company_42975cd2568a7dcbeb7cbd98_discovery,"""Aurubis"" Georgia tariffs import duties supply chain",50,,"[""automotive_and_trade""]",statewide_georgia,query_text_only,,Collect company-named evidence; seed product/location labels are unverified.,[],company_42975cd2568a7dcbeb7cbd98,Aurubis,"[""Aurubis"", ""aurubis""]","[""gnem_row_14""]",company_discovery,automotive vehicles auto parts,[]
q_company_42975cd2568a7dcbeb7cbd98_targeted,company_42975cd2568a7dcbeb7cbd98_targeted,"""Aurubis"" automotive vehicles auto parts tariffs cost sourcing country of origin 2026",51,,"[""automotive_and_trade""]",national_international_context,query_text_only,,Collect company-named evidence; seed product/location labels are unverified.,[],company_42975cd2568a7dcbeb7cbd98,Aurubis,"[""Aurubis"", ""aurubis""]","[""gnem_row_14""]",company_targeted,automotive vehicles auto parts,[]
q_company_af625009d15eb10609433c7a_discovery,company_af625009d15eb10609433c7a_discovery,"""AVS"" Georgia tariffs import duties supply chain",52,,"[""automotive_and_trade""]",statewide_georgia,query_text_only,,Collect company-named evidence; seed product/location labels are unverified.,[],company_af625009d15eb10609433c7a,AVS,"[""AVS"", ""avs""]","[""gnem_row_17""]",company_discovery,automotive vehicles auto parts,[]
q_company_af625009d15eb10609433c7a_targeted,company_af625009d15eb10609433c7a_targeted,"""AVS"" automotive vehicles auto parts tariffs cost sourcing country of origin 2026",53,,"[""automotive_and_trade""]",national_international_context,query_text_only,,Collect company-named evidence; seed product/location labels are unverified.,[],company_af625009d15eb10609433c7a,AVS,"[""AVS"", ""avs""]","[""gnem_row_17""]",company_targeted,automotive vehicles auto parts,[]
q_company_c7297d0309518878c6b970e8_discovery,company_c7297d0309518878c6b970e8_discovery,"""Beaver Manufacturing Co. Inc."" Georgia tariffs import duties supply chain",54,,"[""automotive_and_trade""]",statewide_georgia,query_text_only,,Collect company-named evidence; seed product/location labels are unverified.,[],company_c7297d0309518878c6b970e8,Beaver Manufacturing Co. Inc.,"[""Beaver Manufacturing Co. Inc."", ""beaver manufacturing""]","[""gnem_row_16""]",company_discovery,automotive vehicles auto parts,[]
q_company_c7297d0309518878c6b970e8_targeted,company_c7297d0309518878c6b970e8_targeted,"""Beaver Manufacturing Co. Inc."" automotive vehicles auto parts tariffs cost sourcing country of origin 2026",55,,"[""automotive_and_trade""]",national_international_context,query_text_only,,Collect company-named evidence; seed product/location labels are unverified.,[],company_c7297d0309518878c6b970e8,Beaver Manufacturing Co. Inc.,"[""Beaver Manufacturing Co. Inc."", ""beaver manufacturing""]","[""gnem_row_16""]",company_targeted,automotive vehicles auto parts,[]
q_company_17d2a2419c972bbfbd0d3c66_discovery,company_17d2a2419c972bbfbd0d3c66_discovery,"""Big Tex Trailer Manufacturing Inc."" Georgia tariffs import duties supply chain",56,,"[""automotive_and_trade""]",statewide_georgia,query_text_only,,Collect company-named evidence; seed product/location labels are unverified.,[],company_17d2a2419c972bbfbd0d3c66,Big Tex Trailer Manufacturing Inc.,"[""Big Tex Trailer Manufacturing Inc."", ""big tex trailer manufacturing""]","[""gnem_row_30""]",company_discovery,automotive vehicles auto parts,[]
q_company_17d2a2419c972bbfbd0d3c66_targeted,company_17d2a2419c972bbfbd0d3c66_targeted,"""Big Tex Trailer Manufacturing Inc."" automotive vehicles auto parts tariffs cost sourcing country of origin 2026",57,,"[""automotive_and_trade""]",national_international_context,query_text_only,,Collect company-named evidence; seed product/location labels are unverified.,[],company_17d2a2419c972bbfbd0d3c66,Big Tex Trailer Manufacturing Inc.,"[""Big Tex Trailer Manufacturing Inc."", ""big tex trailer manufacturing""]","[""gnem_row_30""]",company_targeted,automotive vehicles auto parts,[]
q_company_7401d56b17c5cd19433e6b12_discovery,company_7401d56b17c5cd19433e6b12_discovery,"""Blue Bird Corp."" Georgia tariffs import duties supply chain",58,,"[""automotive_and_trade""]",statewide_georgia,query_text_only,,Collect company-named evidence; seed product/location labels are unverified.,[],company_7401d56b17c5cd19433e6b12,Blue Bird Corp.,"[""Blue Bird Corp."", ""blue bird""]","[""gnem_row_18""]",company_discovery,automotive vehicles auto parts,[]
q_company_7401d56b17c5cd19433e6b12_targeted,company_7401d56b17c5cd19433e6b12_targeted,"""Blue Bird Corp."" automotive vehicles auto parts tariffs cost sourcing country of origin 2026",59,,"[""automotive_and_trade""]",national_international_context,query_text_only,,Collect company-named evidence; seed product/location labels are unverified.,[],company_7401d56b17c5cd19433e6b12,Blue Bird Corp.,"[""Blue Bird Corp."", ""blue bird""]","[""gnem_row_18""]",company_targeted,automotive vehicles auto parts,[]
